-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,107,1,0,0,0,62,58,62,0,0,0,19,105,-1,113,-1,-1,113,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,113,107,100,0,2,62,0,0,0,62,0,69,19,105,113,113,113,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,113,-1,-1,113,-1,107,1,0,0,0,62,58,62,0,0,56,19,105,-1,-1,113,113,-1,-1,1
113,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,107,1,0,0,0,0,58,0,0,3,0,1,105,-1,-1,-1,113,113,-1,1
-1,113,-1,1,1,1,1,1,1,1,1,1,1,1,0,62,0,0,0,0,0,62,0,1,1,1,1,1,1,1,1,1
-1,-1,113,1,113,113,113,-1,-1,-1,-1,-1,107,1,0,0,0,0,59,0,0,0,0,1,105,113,113,113,113,113,113,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,113,107,100,63,0,0,1,1,1,0,0,63,100,105,113,113,113,113,113,113,1
-1,-1,-1,1,-1,-1,-1,113,-1,-1,-1,113,107,1,106,106,106,1,1,1,106,106,106,1,105,113,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,113,107,1,113,113,-1,-1,-1,-1,-1,113,-1,19,105,113,-1,-1,-1,-1,-1,1
-1,-1,-1,1,113,113,-1,113,-1,-1,-1,113,107,16,-1,-1,-1,-1,113,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,113,-1,-1,-1,-1,-1,113,107,16,-1,-1,113,113,-1,113,-1,113,-1,-1,105,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,107,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,105,113,113,113,113,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,107,16,-1,-1,-1,-1,-1,-1,-1,-1,113,19,105,-1,-1,113,113,-1,-1,1
-1,-1,-1,1,-1,-1,-1,113,113,-1,-1,-1,107,16,-1,113,-1,-1,113,-1,-1,-1,-1,1,105,-1,113,-1,-1,113,-1,1
-1,-1,-1,1,113,-1,-1,113,-1,-1,-1,-1,107,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,105,-1,-1,113,113,113,-1,1
-1,-1,-1,1,-1,113,113,113,-1,-1,-1,113,107,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,113,-1,-1,-1,-1,113,113,113,-1,-1,-1,-1,1
